atr,mins_open,macd_z,vol_z,implied_vol,target
0.33999285714285826,30,-1.7907414799512673,1.8826466276579918,0.9192450870785543,1
0.3619857142857167,33,-1.876222958249682,0.8114613766226487,0.5517298562861855,1
0.21101428571428876,94,-1.703579212875135,0.9951580577233746,0.24543226285159658,1
0.19002142857142904,97,-1.622758816397469,2.8706390246818385,0.2476998768813774,1
0.19180714285714373,98,-1.5625225779493528,0.8757757653476639,0.2524307569294604,1
0.19966428571428757,99,-1.6172683172550517,3.100555158948728,0.25347178487735683,1
0.2035000000000013,102,-1.3735997667824031,0.8163468529600452,0.2508952050378714,1
0.21670714285714407,105,-1.1873919628313538,1.017613518948069,0.2744773745792726,1
0.22420714285714333,106,-1.3492614009269819,2.6047366311166167,0.2841001267230829,1
0.1884071428571405,131,1.6254847110697968,1.7170443671101434,0.30071141316738237,1
0.19983571428571167,132,1.6779539962111478,1.1660773308660277,0.3040640935640152,1
0.20852335714285378,133,1.735440436680273,4.587063021314765,0.29183641849199465,1
0.13653571428571354,175,-1.217235780022542,1.4015929996394767,0.18762779621612422,1
0.13860714285714387,177,-1.8597450293719693,5.220853927198029,0.1851753455366661,1
0.14075000000000312,208,1.7402225998214107,1.4858864147835986,0.15309098213679168,1
0.14405714285714616,209,2.3157184846335324,1.3190396376115863,0.15438381733552514,1
0.14762857142857758,210,2.8253951229212437,1.8203174708589434,0.16360245250092156,1
0.11211428571428834,234,-1.2868978319544286,1.111334103957857,0.18480516611004386,1
0.12685000000000052,237,-2.1109257493087297,1.4435941248272977,0.21340607611958565,1
0.12434285714285766,238,-2.3015647904509313,1.1683316206761407,0.20694893523926963,1
0.14506428571428792,242,-1.2461312206187936,2.525362396904442,0.19774842894950684,1
0.1427000000000029,250,1.6251244535264804,1.1256223366551923,0.19077427634072675,1
0.3477109999999998,31,1.5810552208937048,1.3855893080776485,0.5613530311094538,1
0.27052857142857284,49,1.155130859385042,0.8188454655318628,0.41830310145891836,1
0.28231428571428857,50,1.4181287995071497,1.6672107878181233,0.4057666230697465,1
0.2807500000000037,53,2.2681747875427813,3.2170812127559483,0.3550807239616487,1
0.21515692857143368,69,-1.6904395133765213,1.5636209044786444,0.32404290977288236,1
0.20538571428571523,93,-1.200664144800518,1.4840774793405056,0.2850107227238408,1
0.22672857142857442,95,-1.9402695536257135,1.3049776496000038,0.2811661599574584,1
0.23243571428571588,96,-2.281452573114359,2.404841625174686,0.2799594599922216,1
0.21587142857143046,100,-1.8305992592830096,1.1832932453512581,0.26640187918855673,1
0.1219785714285706,135,1.0170223883822995,2.6094680339595677,0.1764232302556794,1
0.12824999999999825,136,1.1403520553091782,2.079021647670776,0.16275300763007927,1
0.12448571428571345,141,1.3186308118969106,0.8580606702925822,0.16246169888566483,1
0.12591428571428562,142,1.4395132327729216,1.0262446753261358,0.16232562035502138,1
0.13630714285714265,158,-1.9280798548279912,1.1510296397289592,0.1734535212938904,1
0.1507714285714274,162,-2.665787315249659,1.7058573295117596,0.17992386932379298,1
0.1583285714285714,163,-2.486531672716291,1.5442612057850598,0.18742902348448892,1
0.1837857142857128,167,-1.6433281780348727,0.8698670995274347,0.20348566246622518,1
0.13216428571428399,211,-2.3543775307144554,2.112855125444017,0.19805506024963376,1
0.12704999999999902,214,-2.1101026494454795,0.9213144433797108,0.187163267303795,1
0.11553571428572086,230,1.149099303716386,1.2658941566491448,0.15444896583086506,1
0.12198571428571979,233,1.8910346445258457,1.1331688390618833,0.14845459179932427,1
0.12240000000000098,238,1.9787107480881088,2.1940513368908934,0.13576953236429845,1
0.11506428571428476,240,2.0603716091273756,1.2707631558978782,0.12643250859344926,1
0.11722142857142615,241,2.0979955659266474,0.8676623335502961,0.11390895531514705,1
0.11869285714285484,242,2.1282126533988626,2.2753388055614736,0.11482083464875212,1
0.1172785714285709,243,2.1663710538287138,0.869606807132859,0.11479800304771073,1
0.10762857142856928,245,2.073365380008479,2.3179563326049575,0.11333862230098218,1
0.12298571428571238,246,1.7502507237112157,3.0245281969967786,0.14869769360714705,1
0.1261999999999972,247,1.6275293906001775,0.9987096804017276,0.15351638102783688,1
0.3647928571428573,16,1.6760303596761246,1.2421411509496074,0.3927800864688725,1
0.3555052142857217,30,-2.6414405908325,0.874225252821218,0.5036630331527056,1
0.36606950000000893,33,-2.6127507539808796,2.746969254476781,0.4268859247724206,1
0.34820000000000767,36,-2.2597798165845373,2.11665522902046,0.42302433597112504,1
0.2394071428571404,70,1.7196785580641536,1.4913680609262243,0.36479827590526126,0
0.1735718571428606,103,1.0067379480479994,2.2253075499678303,0.1788735883030201,1
0.1696857142857137,122,1.0214367439355758,0.9126713622775564,0.21168370087448257,0
0.2008142857142811,130,1.7360753618484939,0.8803314717947522,0.23413075497112043,0
0.2122428571428543,131,2.319322149807224,0.8500583578175902,0.2425604987561419,0
0.2111642857142836,133,2.5312329798104747,1.6954621069758382,0.23533197835924438,0
0.2201071428571392,135,2.5589124825680334,2.4797753069376416,0.23567645380498972,0
0.22046428571428173,136,2.5191058580475847,1.0496371607381467,0.2362272670511927,1
0.22932857142856733,143,1.8890649679775224,2.2772423082621285,0.23259920328806358,1
0.22824285714285558,145,1.7728973129074341,1.476738108550026,0.23205908853731036,1
0.16421428571428823,210,-1.8330861443636093,1.7778561926380545,0.1751390590957103,1
0.12939999999999788,230,1.6577350126110093,1.5148186217398678,0.15076511907371473,1
0.10879999999999411,245,1.835047408221202,2.5305994461106494,0.15906460355831095,1
0.2605071428571445,43,1.1877889965933583,1.5490368184996486,0.39217284102032773,1
0.2513642857142863,45,1.965112218337317,1.2137901770343413,0.37397159834610916,1
0.24826428571428494,47,1.7595352316955706,3.030244585098036,0.3389599556613739,1
0.2489642857142879,59,-2.913744252646916,0.9901770033295798,0.3434120285039053,1
0.19574285714285672,98,2.607214509029639,1.4408031527497276,0.28932212283493464,0
0.20386878571428774,100,3.0181695524959595,2.7213919559846755,0.288975143052259,0
0.2000402142857171,101,2.8747931915065954,1.742251140622298,0.2856183995881164,0
0.20773307142857586,103,2.6966985522398836,3.5307295735568553,0.27656262737105236,1
0.21769735714286145,104,2.4268733169863412,1.120326927669642,0.283567496874072,1
0.22921878571429083,108,1.9172457000448861,2.673695540163497,0.27083960771347765,1
0.2350902142857194,109,1.9942960534452359,1.6680648703068037,0.2728776271921262,1
0.22395450000000494,110,1.947311856044752,0.8149423234454503,0.2584278403256283,1
0.2325259285714318,111,1.9804868103815179,3.2328205639069165,0.2660631011011798,1
0.22896164285714551,112,1.9062872583565684,1.0580284714986279,0.258240884254764,1
0.2289500000000016,115,1.4497128581569192,0.8035375248915486,0.26411411797092244,1
0.23982142857143174,147,-2.4189315276543373,1.027669531764028,0.3253436624303794,1
0.28427142857142734,152,-2.3581270556010945,1.4150941864473339,0.35261218400199246,1
0.14727142857142894,176,1.941326352360152,1.9144738663482475,0.2957780454787655,1
0.1835928571428594,187,1.1351380750295033,1.3524716879262686,0.2027276323601362,1
0.19216428571428829,188,1.3482922493099145,1.5376462461627118,0.2069307307080866,1
0.19122857142857339,189,1.4879915168688074,1.775596582863928,0.20678942140937603,1
0.1933785714285737,190,1.4951280908418598,3.378753957622246,0.21291128102952261,1
0.18765714285714605,191,1.4169196397391837,2.2238021884688304,0.21646596740247773,1
0.1768657142857149,210,-1.8080887846943035,0.8949581402044332,0.2043200075957371,1
